ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderLineNumber,SalesAmount
371,20210118,20210130,20210125,16201,1,2181.5625
370,20210118,20210130,20210125,24960,1,2443.35
370,20210118,20210130,20210125,13221,1,2443.35
360,20210118,20210130,20210125,20209,1,2049.0982
333,20210118,20210130,20210125,15194,1,782.99
368,20210118,20210130,20210125,21192,1,2443.35
375,20210118,20210130,20210125,20997,1,2181.5625
379,20210119,20210131,20210126,15117,1,2181.5625
370,20210119,20210131,20210126,12935,1,2443.35
371,20210119,20210131,20210126,13064,1,2181.5625
370,20210119,20210131,20210126,13067,1,2443.35
370,20210119,20210131,20210126,13205,1,2443.35
371,20210119,20210131,20210126,21180,1,2181.5625
377,20210119,20210131,20210126,21214,1,2181.5625
362,20210120,20210201,20210127,11550,1,2049.0982
362,20210120,20210201,20210127,11575,1,2049.0982
373,20210120,20210201,20210127,16045,1,2181.5625
375,20210120,20210201,20210127,15456,1,2181.5625
369,20210120,20210201,20210127,12981,1,2443.35
377,20210120,20210201,20210127,13029,1,2181.5625
369,20210120,20210201,20210127,13189,1,2443.35
379,20210121,20210202,20210128,13577,1,2181.5625
368,20210121,20210202,20210128,13605,1,2443.35
370,20210121,20210202,20210128,13800,1,2443.35
385,20210121,20210202,20210128,19186,1,1000.4375
377,20210121,20210202,20210128,21167,1,2181.5625
381,20210121,20210202,20210128,24606,1,1000.4375
362,20210122,20210203,20210129,11470,1,2049.0982
375,20210122,20210203,20210129,15084,1,2181.5625
370,20210122,20210203,20210129,12926,1,2443.35
369,20210122,20210203,20210129,25061,1,2443.35
379,20210122,20210203,20210129,13224,1,2181.5625
335,20210122,20210203,20210129,15167,1,782.99
354,20210122,20210203,20210129,12572,1,2071.4196
343,20210122,20210203,20210129,25960,1,782.99
352,20210122,20210203,20210129,26241,1,2071.4196
368,20210123,20210204,20210130,13565,1,2443.35
373,20210123,20210204,20210130,15933,1,2181.5625
377,20210123,20210204,20210130,28669,1,2181.5625
362,20210123,20210204,20210130,12340,1,2049.0982
325,20210123,20210204,20210130,26021,1,782.99
383,20210124,20210205,20210131,19173,1,1000.4375
368,20210124,20210205,20210131,12921,1,2443.35
325,20210124,20210205,20210131,20592,1,782.99
370,20210124,20210205,20210131,13086,1,2443.35
369,20210124,20210205,20210131,28659,1,2443.35
356,20210124,20210205,20210131,26120,1,2071.4196
354,20210124,20210205,20210131,26183,1,2071.4196
333,20210124,20210205,20210131,15189,1,782.99
368,20210124,20210205,20210131,21179,1,2443.35
369,20210124,20210205,20210131,21205,1,2443.35
381,20210125,20210206,20210201,13999,1,1000.4375
375,20210125,20210206,20210201,21194,1,2181.5625
375,20210125,20210206,20210201,21203,1,2181.5625
375,20210125,20210206,20210201,21000,1,2181.5625
354,20210125,20210206,20210201,12353,1,2071.4196
387,20210126,20210207,20210202,17080,1,1000.4375
375,20210126,20210207,20210202,16053,1,2181.5625
368,20210126,20210207,20210202,12950,1,2443.35
368,20210126,20210207,20210202,13087,1,2443.35
370,20210126,20210207,20210202,21189,1,2443.35
379,20210126,20210207,20210202,20998,1,2181.5625
331,20210127,20210208,20210203,20710,1,782.99
377,20210127,20210208,20210203,24832,1,2181.5625
377,20210127,20210208,20210203,13177,1,2181.5625
375,20210127,20210208,20210203,13212,1,2181.5625
356,20210127,20210208,20210203,26245,1,2071.4196
362,20210127,20210208,20210203,26276,1,2049.0982
329,20210127,20210208,20210203,15196,1,782.99
371,20210127,20210208,20210203,21202,1,2181.5625
343,20210127,20210208,20210203,26022,1,782.99
362,20210127,20210208,20210203,11481,1,2049.0982
362,20210128,20210209,20210204,11609,1,2049.0982
371,20210128,20210209,20210204,15454,1,2181.5625
368,20210128,20210209,20210204,13088,1,2443.35
369,20210128,20210209,20210204,13176,1,2443.35
375,20210128,20210209,20210204,13203,1,2181.5625
373,20210128,20210209,20210204,21165,1,2181.5625
377,20210128,20210209,20210204,21169,1,2181.5625
362,20210128,20210209,20210204,12348,1,2049.0982
356,20210128,20210209,20210204,12358,1,2071.4196
370,20210129,20210210,20210205,13246,1,2443.35
383,20210129,20210210,20210205,14017,1,1000.4375
387,20210129,20210210,20210205,14025,1,1000.4375
369,20210129,20210210,20210205,15667,1,2443.35
341,20210129,20210210,20210205,20062,1,782.99
369,20210129,20210210,20210205,25287,1,2443.35
362,20210129,20210210,20210205,26293,1,2049.0982
360,20210129,20210210,20210205,12685,1,2049.0982
362,20210129,20210210,20210205,12588,1,2049.0982
369,20210130,20210211,20210206,16329,1,2443.35
375,20210130,20210211,20210206,13248,1,2181.5625
375,20210130,20210211,20210206,13359,1,2181.5625
360,20210130,20210211,20210206,26302,1,2049.0982
341,20210130,20210211,20210206,15203,1,782.99
323,20210130,20210211,20210206,15254,1,782.99
329,20210130,20210211,20210206,15288,1,782.99
370,20210130,20210211,20210206,21561,1,2443.35
379,20210131,20210212,20210207,16311,1,2181.5625
373,20210131,20210212,20210207,13378,1,2181.5625
377,20210131,20210212,20210207,13383,1,2181.5625
369,20210131,20210212,20210207,13274,1,2443.35
341,20210131,20210212,20210207,15284,1,782.99
377,20210131,20210212,20210207,21394,1,2181.5625
354,20210201,20210213,20210208,28532,1,2071.4196
369,20210201,20210213,20210208,28802,1,2443.35
369,20210201,20210213,20210208,13380,1,2443.35
377,20210201,20210213,20210208,15664,1,2181.5625
370,20210201,20210213,20210208,25095,1,2443.35
354,20210201,20210213,20210208,26283,1,2071.4196
370,20210201,20210213,20210208,21257,1,2443.35
360,20210201,20210213,20210208,12667,1,2049.0982
325,20210201,20210213,20210208,26134,1,782.99
360,20210202,20210214,20210209,11612,1,2049.0982
371,20210202,20210214,20210209,16260,1,2181.5625
370,20210202,20210214,20210209,13424,1,2443.35
368,20210202,20210214,20210209,13369,1,2443.35
379,20210202,20210214,20210209,13279,1,2181.5625
371,20210202,20210214,20210209,13319,1,2181.5625
369,20210202,20210214,20210209,25361,1,2443.35
352,20210203,20210215,20210210,11616,1,2071.4196
369,20210203,20210215,20210210,13839,1,2443.35
375,20210203,20210215,20210210,28819,1,2181.5625
370,20210203,20210215,20210210,28850,1,2443.35
369,20210203,20210215,20210210,25100,1,2443.35
356,20210203,20210215,20210210,20318,1,2071.4196
343,20210203,20210215,20210210,15255,1,782.99
373,20210203,20210215,20210210,21387,1,2181.5625
370,20210203,20210215,20210210,21393,1,2443.35
387,20210203,20210215,20210210,24611,1,1000.4375
354,20210203,20210215,20210210,12586,1,2071.4196
362,20210203,20210215,20210210,28541,1,2049.0982
368,20210204,20210216,20210211,16275,1,2443.35
381,20210204,20210216,20210211,14006,1,1000.4375
375,20210204,20210216,20210211,28832,1,2181.5625
371,20210204,20210216,20210211,13362,1,2181.5625
371,20210204,20210216,20210211,25408,1,2181.5625
371,20210204,20210216,20210211,13384,1,2181.5625
375,20210204,20210216,20210211,13325,1,2181.5625
371,20210204,20210216,20210211,13326,1,2181.5625
371,20210204,20210216,20210211,21258,1,2181.5625
368,20210204,20210216,20210211,21556,1,2443.35
352,20210204,20210216,20210211,12677,1,2071.4196
375,20210205,20210217,20210212,16406,1,2181.5625
371,20210205,20210217,20210212,13243,1,2181.5625
375,20210205,20210217,20210212,13283,1,2181.5625
379,20210205,20210217,20210212,13357,1,2181.5625
354,20210205,20210217,20210212,26296,1,2071.4196
343,20210205,20210217,20210212,27027,1,782.99
379,20210205,20210217,20210212,21389,1,2181.5625
371,20210205,20210217,20210212,13348,1,2181.5625
379,20210206,20210218,20210213,16308,1,2181.5625
375,20210206,20210218,20210213,13238,1,2181.5625
356,20210206,20210218,20210213,26290,1,2071.4196
371,20210206,20210218,20210213,21225,1,2181.5625
369,20210206,20210218,20210213,21230,1,2443.35
362,20210206,20210218,20210213,12684,1,2049.0982
343,20210206,20210218,20210213,26033,1,782.99
339,20210206,20210218,20210213,26131,1,782.99
389,20210207,20210219,20210214,18133,1,1000.4375
375,20210207,20210219,20210214,13324,1,2181.5625
377,20210207,20210219,20210214,21259,1,2181.5625
360,20210207,20210219,20210214,12669,1,2049.0982
370,20210208,20210220,20210215,15625,1,2443.35
370,20210208,20210220,20210215,25363,1,2443.35
360,20210208,20210220,20210215,28547,1,2049.0982
321,20210208,20210220,20210215,26024,1,782.99
335,20210208,20210220,20210215,26133,1,782.99
370,20210209,20210221,20210216,13801,1,2443.35
373,20210209,20210221,20210216,28837,1,2181.5625
369,20210209,20210221,20210216,25864,1,2443.35
360,20210209,20210221,20210216,26280,1,2049.0982
362,20210209,20210221,20210216,26300,1,2049.0982
369,20210209,20210221,20210216,21403,1,2443.35
375,20210209,20210221,20210216,21408,1,2181.5625
371,20210209,20210221,20210216,21418,1,2181.5625
362,20210209,20210221,20210216,12671,1,2049.0982
360,20210210,20210222,20210217,12123,1,2049.0982
370,20210210,20210222,20210217,15649,1,2443.35
368,20210210,20210222,20210217,15656,1,2443.35
375,20210210,20210222,20210217,13419,1,2181.5625
377,20210210,20210222,20210217,13286,1,2181.5625
352,20210210,20210222,20210217,26281,1,2071.4196
377,20210210,20210222,20210217,21228,1,2181.5625
373,20210210,20210222,20210217,21552,1,2181.5625
352,20210210,20210222,20210217,12668,1,2071.4196
356,20210210,20210222,20210217,12675,1,2071.4196
354,20210210,20210222,20210217,12584,1,2071.4196
368,20210210,20210222,20210217,13812,1,2443.35
358,20210211,20210223,20210218,11492,1,2049.0982
381,20210211,20210223,20210218,14022,1,1000.4375
383,20210211,20210223,20210218,14026,1,1000.4375
377,20210211,20210223,20210218,28848,1,2181.5625
370,20210211,20210223,20210218,13287,1,2443.35
368,20210211,20210223,20210218,13329,1,2443.35
354,20210211,20210223,20210218,26298,1,2071.4196
335,20210211,20210223,20210218,15200,1,782.99
379,20210211,20210223,20210218,21380,1,2181.5625
356,20210211,20210223,20210218,12133,1,2071.4196
371,20210212,20210224,20210219,13806,1,2181.5625
385,20210212,20210224,20210219,18134,1,1000.4375
389,20210212,20210224,20210219,19253,1,1000.4375
373,20210212,20210224,20210219,28818,1,2181.5625
369,20210212,20210224,20210219,25892,1,2443.35
379,20210212,20210224,20210219,13382,1,2181.5625
371,20210212,20210224,20210219,16328,1,2181.5625
329,20210212,20210224,20210219,20162,1,782.99
377,20210212,20210224,20210219,13269,1,2181.5625
371,20210212,20210224,20210219,13355,1,2181.5625
362,20210212,20210224,20210219,26286,1,2049.0982
377,20210212,20210224,20210219,21218,1,2181.5625
370,20210213,20210225,20210220,14169,1,2443.35
323,20210213,20210225,20210220,20051,1,782.99
373,20210213,20210225,20210220,13247,1,2181.5625
356,20210213,20210225,20210220,26277,1,2071.4196
356,20210213,20210225,20210220,26285,1,2071.4196
370,20210214,20210226,20210221,25883,1,2443.35
377,20210214,20210226,20210221,25371,1,2181.5625
352,20210214,20210226,20210221,26301,1,2071.4196
333,20210214,20210226,20210221,15256,1,782.99
337,20210214,20210226,20210221,27043,1,782.99
369,20210214,20210226,20210221,21359,1,2443.35
370,20210214,20210226,20210221,21379,1,2443.35
389,20210214,20210226,20210221,24609,1,1000.4375
362,20210214,20210226,20210221,12578,1,2049.0982
360,20210214,20210226,20210221,12580,1,2049.0982
377,20210215,20210227,20210222,16287,1,2181.5625
389,20210215,20210227,20210222,19195,1,1000.4375
368,20210215,20210227,20210222,28836,1,2443.35
360,20210215,20210227,20210222,26299,1,2049.0982
375,20210215,20210227,20210222,21222,1,2181.5625
369,20210215,20210227,20210222,21361,1,2443.35
362,20210215,20210227,20210222,12577,1,2049.0982
358,20210215,20210227,20210222,12579,1,2049.0982
370,20210216,20210228,20210223,13823,1,2443.35
381,20210216,20210228,20210223,26316,1,1000.4375
370,20210216,20210228,20210223,25875,1,2443.35
369,20210216,20210228,20210223,15659,1,2443.35
375,20210216,20210228,20210223,13277,1,2181.5625
368,20210216,20210228,20210223,13314,1,2443.35
375,20210216,20210228,20210223,25288,1,2181.5625
375,20210216,20210228,20210223,13237,1,2181.5625
358,20210216,20210228,20210223,26295,1,2049.0982
371,20210216,20210228,20210223,21256,1,2181.5625
362,20210216,20210228,20210223,11564,1,2049.0982
373,20210217,20210228,20210224,15627,1,2181.5625
379,20210217,20210228,20210224,16250,1,2181.5625
389,20210217,20210228,20210224,19260,1,1000.4375
375,20210217,20210228,20210224,16317,1,2181.5625
385,20210217,20210228,20210224,14023,1,1000.4375
368,20210217,20210228,20210224,28834,1,2443.35
370,20210217,20210228,20210224,16405,1,2443.35
371,20210217,20210228,20210224,21384,1,2181.5625
381,20210217,20210228,20210224,24612,1,1000.4375
368,20210217,20210228,20210224,21559,1,2443.35
362,20210217,20210228,20210224,28540,1,2049.0982
339,20210217,20210228,20210224,20712,1,782.99
385,20210218,20210301,20210225,19193,1,1000.4375
375,20210218,20210301,20210225,16420,1,2181.5625
343,20210218,20210301,20210225,20713,1,782.99
371,20210218,20210301,20210225,13292,1,2181.5625
375,20210218,20210301,20210225,13340,1,2181.5625
377,20210218,20210301,20210225,13346,1,2181.5625
379,20210218,20210301,20210225,21217,1,2181.5625
377,20210218,20210301,20210225,21226,1,2181.5625
352,20210218,20210301,20210225,12676,1,2071.4196
356,20210218,20210301,20210225,12683,1,2071.4196
333,20210219,20210302,20210226,15276,1,782.99
358,20210219,20210302,20210226,11561,1,2049.0982
373,20210219,20210302,20210226,16417,1,2181.5625
368,20210219,20210302,20210226,14141,1,2443.35
377,20210219,20210302,20210226,13298,1,2181.5625
375,20210219,20210302,20210226,13351,1,2181.5625
375,20210219,20210302,20210226,13233,1,2181.5625
362,20210219,20210302,20210226,26305,1,2049.0982
379,20210219,20210302,20210226,21560,1,2181.5625
358,20210219,20210302,20210226,12589,1,2049.0982
368,20210220,20210303,20210227,16410,1,2443.35
375,20210220,20210303,20210227,13250,1,2181.5625
377,20210220,20210303,20210227,21555,1,2181.5625
352,20210220,20210303,20210227,12674,1,2071.4196
375,20210220,20210303,20210227,21402,1,2181.5625
362,20210221,20210304,20210228,28512,1,2049.0982
360,20210221,20210304,20210228,28519,1,2049.0982
381,20210221,20210304,20210228,18140,1,1000.4375
371,20210221,20210304,20210228,29013,1,2181.5625
368,20210221,20210304,20210228,13420,1,2443.35
370,20210221,20210304,20210228,16407,1,2443.35
339,20210221,20210304,20210228,19076,1,782.99
343,20210221,20210304,20210228,15289,1,782.99
371,20210221,20210304,20210228,21219,1,2181.5625
379,20210221,20210304,20210228,21404,1,2181.5625
362,20210221,20210304,20210228,12680,1,2049.0982
352,20210222,20210305,20210228,11615,1,2071.4196
389,20210222,20210305,20210228,17099,1,1000.4375
381,20210222,20210305,20210228,19258,1,1000.4375
373,20210222,20210305,20210228,15655,1,2181.5625
368,20210222,20210305,20210228,13402,1,2443.35
373,20210222,20210305,20210228,29135,1,2181.5625
329,20210222,20210305,20210228,19944,1,782.99
375,20210222,20210305,20210228,13280,1,2181.5625
373,20210222,20210305,20210228,13353,1,2181.5625
360,20210222,20210305,20210228,26297,1,2049.0982
368,20210222,20210305,20210228,21558,1,2443.35
371,20210223,20210306,20210301,16318,1,2181.5625
379,20210223,20210306,20210301,13811,1,2181.5625
385,20210223,20210306,20210301,19192,1,1000.4375
383,20210223,20210306,20210301,18139,1,1000.4375
387,20210223,20210306,20210301,14005,1,1000.4375
385,20210223,20210306,20210301,14024,1,1000.4375
377,20210223,20210306,20210301,13385,1,2181.5625
371,20210223,20210306,20210301,13403,1,2181.5625
369,20210223,20210306,20210301,13425,1,2443.35
337,20210223,20210306,20210301,20717,1,782.99
358,20210223,20210306,20210301,26292,1,2049.0982
360,20210223,20210306,20210301,12670,1,2049.0982
323,20210223,20210306,20210301,26029,1,782.99
379,20210224,20210307,20210302,16272,1,2181.5625
369,20210224,20210307,20210302,25393,1,2443.35
369,20210224,20210307,20210302,28798,1,2443.35
335,20210224,20210307,20210302,20711,1,782.99
327,20210224,20210307,20210302,20718,1,782.99
377,20210224,20210307,20210302,13316,1,2181.5625
354,20210224,20210307,20210302,26303,1,2071.4196
333,20210224,20210307,20210302,15252,1,782.99
333,20210224,20210307,20210302,15280,1,782.99
373,20210224,20210307,20210302,21231,1,2181.5625
362,20210224,20210307,20210302,12673,1,2049.0982
379,20210225,20210308,20210303,13840,1,2181.5625
369,20210225,20210308,20210303,13361,1,2443.35
379,20210225,20210308,20210303,14154,1,2181.5625
375,20210225,20210308,20210303,13273,1,2181.5625
370,20210225,20210308,20210303,13299,1,2443.35
377,20210225,20210308,20210303,13315,1,2181.5625
373,20210225,20210308,20210303,13354,1,2181.5625
343,20210225,20210308,20210303,15287,1,782.99
362,20210226,20210309,20210304,28529,1,2049.0982
377,20210226,20210309,20210304,13400,1,2181.5625
373,20210226,20210309,20210304,13278,1,2181.5625
379,20210226,20210309,20210304,13288,1,2181.5625
377,20210226,20210309,20210304,13304,1,2181.5625
360,20210226,20210309,20210304,12681,1,2049.0982
379,20210227,20210310,20210305,13367,1,2181.5625
369,20210227,20210310,20210305,16324,1,2443.35
333,20210227,20210310,20210305,20807,1,782.99
356,20210227,20210310,20210305,20350,1,2071.4196
368,20210227,20210310,20210305,21229,1,2443.35
369,20210227,20210310,20210305,21557,1,2443.35
356,20210227,20210310,20210305,12581,1,2071.4196
339,20210227,20210310,20210305,26027,1,782.99
354,20210228,20210311,20210306,28520,1,2071.4196
373,20210228,20210311,20210306,16277,1,2181.5625
371,20210228,20210311,20210306,15626,1,2181.5625
369,20210228,20210311,20210306,13401,1,2443.35
368,20210228,20210311,20210306,25104,1,2443.35
360,20210228,20210311,20210306,26304,1,2049.0982
379,20210228,20210311,20210306,21553,1,2181.5625
354,20210228,20210311,20210306,12686,1,2071.4196
356,20210228,20210311,20210306,12583,1,2071.4196
360,20210228,20210311,20210306,12585,1,2049.0982
321,20210228,20210311,20210306,26025,1,782.99
331,20210228,20210311,20210306,26028,1,782.99
321,20210228,20210312,20210307,19255,1,782.99
356,20210228,20210312,20210307,26320,1,2071.4196
375,20210301,20210313,20210308,15926,1,2181.5625
373,20210301,20210313,20210308,14203,1,2181.5625
370,20210301,20210313,20210308,16461,1,2443.35
341,20210301,20210313,20210308,15303,1,782.99
381,20210301,20210313,20210308,24887,1,1000.4375
371,20210301,20210313,20210308,13446,1,2181.5625
329,20210301,20210313,20210308,26152,1,782.99
383,20210302,20210314,20210309,19301,1,1000.4375
358,20210302,20210314,20210309,28685,1,2049.0982
370,20210302,20210314,20210309,14539,1,2443.35
379,20210302,20210314,20210309,13438,1,2181.5625
369,20210302,20210314,20210309,21875,1,2443.35
379,20210302,20210314,20210309,21893,1,2181.5625
369,20210302,20210314,20210309,21945,1,2443.35
352,20210302,20210314,20210309,12693,1,2071.4196
352,20210303,20210315,20210310,28560,1,2071.4196
325,20210303,20210315,20210310,20811,1,782.99
331,20210303,20210315,20210310,20832,1,782.99
371,20210303,20210315,20210310,21568,1,2181.5625
373,20210303,20210315,20210310,21899,1,2181.5625
370,20210303,20210315,20210310,21948,1,2443.35
379,20210304,20210316,20210311,14424,1,2181.5625
371,20210304,20210316,20210311,16452,1,2181.5625
371,20210304,20210316,20210311,14524,1,2181.5625
377,20210304,20210316,20210311,14538,1,2181.5625
377,20210305,20210317,20210312,16427,1,2181.5625
379,20210305,20210317,20210312,13426,1,2181.5625
368,20210305,20210317,20210312,21888,1,2443.35
371,20210305,20210317,20210312,21895,1,2181.5625
369,20210306,20210318,20210313,15932,1,2443.35
335,20210306,20210318,20210313,19181,1,782.99
358,20210307,20210319,20210314,28569,1,2049.0982
373,20210307,20210319,20210314,15927,1,2181.5625
368,20210307,20210319,20210314,16196,1,2443.35
371,20210307,20210319,20210314,16470,1,2181.5625
370,20210307,20210319,20210314,14170,1,2443.35
325,20210307,20210319,20210314,27071,1,782.99
377,20210307,20210319,20210314,21572,1,2181.5625
369,20210307,20210319,20210314,21951,1,2443.35
360,20210307,20210319,20210314,12214,1,2049.0982
383,20210308,20210320,20210315,19278,1,1000.4375
383,20210308,20210320,20210315,19299,1,1000.4375
360,20210308,20210320,20210315,11605,1,2049.0982
352,20210308,20210320,20210315,26307,1,2071.4196
354,20210308,20210320,20210315,26324,1,2071.4196
333,20210308,20210320,20210315,15311,1,782.99
370,20210308,20210320,20210315,21892,1,2443.35
368,20210308,20210320,20210315,21957,1,2443.35
352,20210308,20210320,20210315,12688,1,2071.4196
375,20210309,20210321,20210316,14200,1,2181.5625
373,20210309,20210321,20210316,16446,1,2181.5625
368,20210309,20210321,20210316,15675,1,2443.35
377,20210309,20210321,20210316,15684,1,2181.5625
354,20210309,20210321,20210316,26308,1,2071.4196
